run_accession	sample_accession	experiment_accession	study_accession	fastq_ftp
SRR413759	SAMN00792104	SRX122137	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413759/SRR413759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413759/SRR413759_2.fastq.gz
SRR413760	SAMN00792105	SRX122138	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413760/SRR413760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413760/SRR413760_2.fastq.gz
SRR413761	SAMN00792106	SRX122139	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413761/SRR413761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413761/SRR413761_2.fastq.gz
SRR413763	SAMN00792108	SRX122141	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413763/SRR413763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413763/SRR413763_2.fastq.gz
SRR413765	SAMN00792110	SRX122143	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413765/SRR413765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413765/SRR413765_2.fastq.gz
SRR413766	SAMN00792111	SRX122144	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413766/SRR413766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413766/SRR413766_2.fastq.gz
SRR413768	SAMN00792113	SRX122146	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413768/SRR413768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413768/SRR413768_2.fastq.gz
SRR413769	SAMN00792114	SRX122147	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413769/SRR413769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413769/SRR413769_2.fastq.gz
SRR413773	SAMN00792118	SRX122151	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413773/SRR413773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413773/SRR413773_2.fastq.gz
SRR1778453	SAMN00993242	SRX858071	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR177/003/SRR1778453/SRR1778453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR177/003/SRR1778453/SRR1778453_2.fastq.gz
SRR1778454	SAMN00993243	SRX858072	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR177/004/SRR1778454/SRR1778454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR177/004/SRR1778454/SRR1778454_2.fastq.gz
SRR1778455	SAMN00993244	SRX858073	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR177/005/SRR1778455/SRR1778455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR177/005/SRR1778455/SRR1778455_2.fastq.gz
SRR341583	SAMN00715133	SRX095664	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341583/SRR341583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341583/SRR341583_2.fastq.gz
SRR341584	SAMN00715134	SRX095665	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341584/SRR341584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341584/SRR341584_2.fastq.gz
SRR341585	SAMN00715135	SRX095666	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341585/SRR341585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341585/SRR341585_2.fastq.gz
SRR341591	SAMN00715141	SRX095672	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341591/SRR341591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341591/SRR341591_2.fastq.gz
SRR341593	SAMN00715143	SRX095674	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341593/SRR341593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341593/SRR341593_2.fastq.gz
SRR341595	SAMN00715145	SRX095676	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341595/SRR341595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341595/SRR341595_2.fastq.gz
SRR341597	SAMN00715147	SRX095678	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341597/SRR341597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341597/SRR341597_2.fastq.gz
SRR341598	SAMN00715148	SRX095679	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341598/SRR341598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341598/SRR341598_2.fastq.gz
SRR341599	SAMN00715149	SRX095680	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341599/SRR341599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341599/SRR341599_2.fastq.gz
SRR341601	SAMN00715151	SRX095682	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341601/SRR341601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341601/SRR341601_2.fastq.gz
SRR341607	SAMN00715157	SRX095688	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341607/SRR341607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341607/SRR341607_2.fastq.gz
SRR341608	SAMN00715158	SRX095689	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341608/SRR341608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341608/SRR341608_2.fastq.gz
SRR341614	SAMN00715164	SRX095695	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341614/SRR341614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341614/SRR341614_2.fastq.gz
SRR341622	SAMN00715172	SRX095703	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341622/SRR341622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341622/SRR341622_2.fastq.gz
SRR341625	SAMN00715175	SRX095706	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341625/SRR341625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341625/SRR341625_2.fastq.gz
SRR341633	SAMN00715183	SRX095714	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341633/SRR341633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341633/SRR341633_2.fastq.gz
SRR341636	SAMN00715186	SRX095717	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341636/SRR341636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341636/SRR341636_2.fastq.gz
SRR341638	SAMN00715188	SRX095719	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341638/SRR341638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341638/SRR341638_2.fastq.gz
SRR341644	SAMN00715194	SRX095725	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341644/SRR341644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341644/SRR341644_2.fastq.gz
SRR341646	SAMN00715196	SRX095727	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341646/SRR341646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341646/SRR341646_2.fastq.gz
SRR341647	SAMN00715197	SRX095728	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341647/SRR341647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341647/SRR341647_2.fastq.gz
SRR341649	SAMN00715199	SRX095730	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341649/SRR341649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341649/SRR341649_2.fastq.gz
SRR341652	SAMN00715202	SRX095733	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341652/SRR341652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341652/SRR341652_2.fastq.gz
SRR341654	SAMN00715204	SRX095735	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341654/SRR341654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341654/SRR341654_2.fastq.gz
SRR341655	SAMN00715205	SRX095736	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341655/SRR341655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341655/SRR341655_2.fastq.gz
SRR341657	SAMN00715207	SRX095738	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341657/SRR341657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341657/SRR341657_2.fastq.gz
SRR341658	SAMN00715208	SRX095739	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341658/SRR341658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341658/SRR341658_2.fastq.gz
SRR341662	SAMN00715212	SRX095743	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341662/SRR341662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341662/SRR341662_2.fastq.gz
SRR341665	SAMN00715215	SRX095746	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341665/SRR341665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341665/SRR341665_2.fastq.gz
SRR341666	SAMN00715216	SRX095747	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341666/SRR341666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341666/SRR341666_2.fastq.gz
SRR341667	SAMN00715217	SRX095748	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341667/SRR341667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341667/SRR341667_2.fastq.gz
SRR341668	SAMN00715218	SRX095749	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341668/SRR341668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341668/SRR341668_2.fastq.gz
SRR341670	SAMN00715220	SRX095751	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341670/SRR341670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341670/SRR341670_2.fastq.gz
SRR341674	SAMN00715224	SRX095755	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341674/SRR341674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341674/SRR341674_2.fastq.gz
SRR341676	SAMN00715226	SRX095757	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341676/SRR341676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341676/SRR341676_2.fastq.gz
SRR341678	SAMN00715228	SRX095759	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341678/SRR341678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341678/SRR341678_2.fastq.gz
SRR341680	SAMN00715230	SRX095761	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341680/SRR341680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341680/SRR341680_2.fastq.gz
SRR341685	SAMN00715235	SRX095766	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341685/SRR341685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341685/SRR341685_2.fastq.gz
SRR341688	SAMN00715238	SRX095769	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341688/SRR341688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341688/SRR341688_2.fastq.gz
SRR341689	SAMN00715239	SRX095770	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341689/SRR341689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341689/SRR341689_2.fastq.gz
SRR341690	SAMN00715240	SRX095771	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341690/SRR341690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341690/SRR341690_2.fastq.gz
SRR341692	SAMN00715242	SRX095773	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341692/SRR341692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341692/SRR341692_2.fastq.gz
SRR341703	SAMN00715253	SRX095784	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341703/SRR341703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341703/SRR341703_2.fastq.gz
SRR341704	SAMN00715254	SRX095785	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341704/SRR341704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341704/SRR341704_2.fastq.gz
SRR341706	SAMN00715256	SRX095787	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341706/SRR341706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341706/SRR341706_2.fastq.gz
SRR341709	SAMN00715259	SRX095790	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341709/SRR341709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341709/SRR341709_2.fastq.gz
SRR341716	SAMN00715266	SRX095797	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341716/SRR341716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341716/SRR341716_2.fastq.gz
SRR341718	SAMN00715268	SRX095799	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341718/SRR341718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341718/SRR341718_2.fastq.gz
SRR341720	SAMN00715270	SRX095801	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341720/SRR341720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341720/SRR341720_2.fastq.gz
SRR341722	SAMN00715272	SRX095803	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341722/SRR341722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341722/SRR341722_2.fastq.gz
SRR341723	SAMN00715273	SRX095804	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341723/SRR341723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341723/SRR341723_2.fastq.gz
SRR341724	SAMN00715274	SRX095805	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341724/SRR341724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341724/SRR341724_2.fastq.gz
SRR413557	SAMN00791902	SRX121935	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413557/SRR413557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413557/SRR413557_2.fastq.gz
SRR413559	SAMN00791904	SRX121937	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413559/SRR413559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413559/SRR413559_2.fastq.gz
SRR413564	SAMN00791909	SRX121942	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413564/SRR413564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413564/SRR413564_2.fastq.gz
SRR413569	SAMN00791914	SRX121947	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413569/SRR413569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413569/SRR413569_2.fastq.gz
SRR413570	SAMN00791915	SRX121948	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413570/SRR413570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413570/SRR413570_2.fastq.gz
SRR413572	SAMN00791917	SRX121950	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413572/SRR413572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413572/SRR413572_2.fastq.gz
SRR413575	SAMN00791920	SRX121953	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413575/SRR413575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413575/SRR413575_2.fastq.gz
SRR413576	SAMN00791921	SRX121954	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413576/SRR413576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413576/SRR413576_2.fastq.gz
SRR413581	SAMN00791926	SRX121959	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413581/SRR413581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413581/SRR413581_2.fastq.gz
SRR413582	SAMN00791927	SRX121960	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413582/SRR413582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413582/SRR413582_2.fastq.gz
SRR413583	SAMN00791928	SRX121961	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413583/SRR413583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413583/SRR413583_2.fastq.gz
SRR413584	SAMN00791929	SRX121962	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413584/SRR413584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413584/SRR413584_2.fastq.gz
SRR413593	SAMN00791938	SRX121971	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413593/SRR413593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413593/SRR413593_2.fastq.gz
SRR413595	SAMN00791940	SRX121973	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413595/SRR413595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413595/SRR413595_2.fastq.gz
SRR413596	SAMN00791941	SRX121974	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413596/SRR413596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413596/SRR413596_2.fastq.gz
SRR413597	SAMN00791942	SRX121975	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413597/SRR413597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413597/SRR413597_2.fastq.gz
SRR413598	SAMN00791943	SRX121976	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413598/SRR413598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413598/SRR413598_2.fastq.gz
SRR413602	SAMN00791947	SRX121980	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413602/SRR413602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413602/SRR413602_2.fastq.gz
SRR413605	SAMN00791950	SRX121983	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413605/SRR413605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413605/SRR413605_2.fastq.gz
SRR413606	SAMN00791951	SRX121984	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413606/SRR413606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413606/SRR413606_2.fastq.gz
SRR413607	SAMN00791952	SRX121985	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413607/SRR413607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413607/SRR413607_2.fastq.gz
SRR413610	SAMN00791955	SRX121988	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413610/SRR413610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413610/SRR413610_2.fastq.gz
SRR413611	SAMN00791956	SRX121989	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413611/SRR413611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413611/SRR413611_2.fastq.gz
SRR413615	SAMN00791960	SRX121993	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413615/SRR413615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413615/SRR413615_2.fastq.gz
SRR413616	SAMN00791961	SRX121994	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413616/SRR413616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413616/SRR413616_2.fastq.gz
SRR413630	SAMN00791975	SRX122008	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413630/SRR413630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413630/SRR413630_2.fastq.gz
SRR413634	SAMN00791979	SRX122012	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413634/SRR413634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413634/SRR413634_2.fastq.gz
SRR413636	SAMN00791981	SRX122014	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413636/SRR413636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413636/SRR413636_2.fastq.gz
SRR413641	SAMN00791986	SRX122019	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413641/SRR413641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413641/SRR413641_2.fastq.gz
SRR413646	SAMN00791991	SRX122024	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413646/SRR413646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413646/SRR413646_2.fastq.gz
SRR413649	SAMN00791994	SRX122027	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413649/SRR413649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413649/SRR413649_2.fastq.gz
SRR413651	SAMN00791996	SRX122029	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413651/SRR413651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413651/SRR413651_2.fastq.gz
SRR413653	SAMN00791998	SRX122031	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413653/SRR413653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413653/SRR413653_2.fastq.gz
SRR413664	SAMN00792009	SRX122042	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413664/SRR413664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413664/SRR413664_2.fastq.gz
SRR413671	SAMN00792016	SRX122049	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413671/SRR413671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413671/SRR413671_2.fastq.gz
SRR413672	SAMN00792017	SRX122050	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413672/SRR413672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413672/SRR413672_2.fastq.gz
SRR413678	SAMN00792023	SRX122056	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413678/SRR413678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413678/SRR413678_2.fastq.gz
SRR413681	SAMN00792026	SRX122059	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413681/SRR413681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413681/SRR413681_2.fastq.gz
SRR413682	SAMN00792027	SRX122060	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413682/SRR413682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413682/SRR413682_2.fastq.gz
SRR413683	SAMN00792028	SRX122061	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413683/SRR413683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413683/SRR413683_2.fastq.gz
SRR413685	SAMN00792030	SRX122063	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413685/SRR413685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413685/SRR413685_2.fastq.gz
SRR413689	SAMN00792034	SRX122067	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413689/SRR413689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413689/SRR413689_2.fastq.gz
SRR413690	SAMN00792035	SRX122068	PRJNA422434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413690/SRR413690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR413/SRR413690/SRR413690_2.fastq.gz
