run_accession	sample_accession	experiment_accession	study_accession	fastq_ftp
SRR6928773	SAMN08848432	SRX3874485	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/003/SRR6928773/SRR6928773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/003/SRR6928773/SRR6928773_2.fastq.gz
SRR6928776	SAMN08848353	SRX3874482	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/006/SRR6928776/SRR6928776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/006/SRR6928776/SRR6928776_2.fastq.gz
SRR6928781	SAMN08848356	SRX3874477	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/001/SRR6928781/SRR6928781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/001/SRR6928781/SRR6928781_2.fastq.gz
SRR6928783	SAMN08848360	SRX3874475	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/003/SRR6928783/SRR6928783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/003/SRR6928783/SRR6928783_2.fastq.gz
SRR6928785	SAMN08848351	SRX3874473	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/005/SRR6928785/SRR6928785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/005/SRR6928785/SRR6928785_2.fastq.gz
SRR6928789	SAMN08848349	SRX3874469	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/009/SRR6928789/SRR6928789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/009/SRR6928789/SRR6928789_2.fastq.gz
SRR6928794	SAMN08848413	SRX3874464	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/004/SRR6928794/SRR6928794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/004/SRR6928794/SRR6928794_2.fastq.gz
SRR6928797	SAMN08848414	SRX3874461	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/007/SRR6928797/SRR6928797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/007/SRR6928797/SRR6928797_2.fastq.gz
SRR6928800	SAMN08848419	SRX3874458	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/000/SRR6928800/SRR6928800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/000/SRR6928800/SRR6928800_2.fastq.gz
SRR6928801	SAMN08848418	SRX3874457	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/001/SRR6928801/SRR6928801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/001/SRR6928801/SRR6928801_2.fastq.gz
SRR6928804	SAMN08848341	SRX3874454	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/004/SRR6928804/SRR6928804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/004/SRR6928804/SRR6928804_2.fastq.gz
SRR6928809	SAMN08848334	SRX3874449	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/009/SRR6928809/SRR6928809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/009/SRR6928809/SRR6928809_2.fastq.gz
SRR6928811	SAMN08848336	SRX3874447	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/001/SRR6928811/SRR6928811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/001/SRR6928811/SRR6928811_2.fastq.gz
SRR6928812	SAMN08848339	SRX3874446	PRJNA448494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/002/SRR6928812/SRR6928812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR692/002/SRR6928812/SRR6928812_2.fastq.gz
