run_accession	sample_accession	experiment_accession	study_accession	fastq_ftp
ERR260169	SAMEA1906421	ERX234757	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260169/ERR260169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260169/ERR260169_2.fastq.gz
ERR260172	SAMEA1906547	ERX234760	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260172/ERR260172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260172/ERR260172_2.fastq.gz
ERR260175	SAMEA1906522	ERX234763	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260175/ERR260175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260175/ERR260175_2.fastq.gz
ERR260178	SAMEA1906553	ERX234766	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260178/ERR260178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260178/ERR260178_2.fastq.gz
ERR260179	SAMEA1906442	ERX234767	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260179/ERR260179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260179/ERR260179_2.fastq.gz
ERR260180	SAMEA1906431	ERX234768	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260180/ERR260180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260180/ERR260180_2.fastq.gz
ERR260182	SAMEA1906455	ERX234770	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260182/ERR260182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260182/ERR260182_2.fastq.gz
ERR260184	SAMEA1906498	ERX234772	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260184/ERR260184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260184/ERR260184_2.fastq.gz
ERR260186	SAMEA1906495	ERX234774	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260186/ERR260186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260186/ERR260186_2.fastq.gz
ERR260190	SAMEA1906422	ERX234778	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260190/ERR260190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260190/ERR260190_2.fastq.gz
ERR260196	SAMEA1906426	ERX234784	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260196/ERR260196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260196/ERR260196_2.fastq.gz
ERR260197	SAMEA1906440	ERX234785	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260197/ERR260197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260197/ERR260197_2.fastq.gz
ERR260200	SAMEA1906577	ERX234788	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260200/ERR260200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260200/ERR260200_2.fastq.gz
ERR260208	SAMEA1906462	ERX234796	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260208/ERR260208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260208/ERR260208_2.fastq.gz
ERR260211	SAMEA1906501	ERX234799	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260211/ERR260211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260211/ERR260211_2.fastq.gz
ERR260215	SAMEA1906432	ERX234803	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260215/ERR260215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260215/ERR260215_2.fastq.gz
ERR260217	SAMEA1906420	ERX234805	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260217/ERR260217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260217/ERR260217_2.fastq.gz
ERR260218	SAMEA1906556	ERX234806	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260218/ERR260218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260218/ERR260218_2.fastq.gz
ERR260220	SAMEA1906510	ERX234808	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260220/ERR260220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260220/ERR260220_2.fastq.gz
ERR260222	SAMEA1906544	ERX234810	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260222/ERR260222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260222/ERR260222_2.fastq.gz
ERR260223	SAMEA1906464	ERX234811	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260223/ERR260223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260223/ERR260223_2.fastq.gz
ERR260226	SAMEA1906569	ERX234814	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260226/ERR260226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260226/ERR260226_2.fastq.gz
ERR260228	SAMEA1906526	ERX234816	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260228/ERR260228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260228/ERR260228_2.fastq.gz
ERR260229	SAMEA1906543	ERX234817	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260229/ERR260229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260229/ERR260229_2.fastq.gz
ERR260232	SAMEA1906415	ERX234820	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260232/ERR260232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260232/ERR260232_2.fastq.gz
ERR260234	SAMEA1906448	ERX234822	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260234/ERR260234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260234/ERR260234_2.fastq.gz
ERR260241	SAMEA1906472	ERX234829	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260241/ERR260241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260241/ERR260241_2.fastq.gz
ERR260244	SAMEA1906438	ERX234832	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260244/ERR260244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260244/ERR260244_2.fastq.gz
ERR260245	SAMEA1906581	ERX234833	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260245/ERR260245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260245/ERR260245_2.fastq.gz
ERR260246	SAMEA1906550	ERX234834	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260246/ERR260246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260246/ERR260246_2.fastq.gz
ERR260248	SAMEA1906429	ERX234836	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260248/ERR260248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260248/ERR260248_2.fastq.gz
ERR260250	SAMEA1906463	ERX234838	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260250/ERR260250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260250/ERR260250_2.fastq.gz
ERR260251	SAMEA1906460	ERX234839	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260251/ERR260251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260251/ERR260251_2.fastq.gz
ERR260258	SAMEA1906486	ERX234846	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260258/ERR260258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260258/ERR260258_2.fastq.gz
ERR260269	SAMEA1906494	ERX234857	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260269/ERR260269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260269/ERR260269_2.fastq.gz
ERR260271	SAMEA1906445	ERX234859	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260271/ERR260271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260271/ERR260271_2.fastq.gz
ERR260272	SAMEA1906562	ERX234860	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260272/ERR260272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260272/ERR260272_2.fastq.gz
ERR260273	SAMEA1906549	ERX234861	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260273/ERR260273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260273/ERR260273_2.fastq.gz
ERR260274	SAMEA1906566	ERX234862	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260274/ERR260274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260274/ERR260274_2.fastq.gz
